trial,q_first_click,q_click_drivers,q_detail_info,q_detail_top,q_buy_first,q_notbuy_first,q_consider_more,q_second_click,q_buy_second,q_notbuy_second,q_third_click,q_buy_third,q_notbuy_third,q_fallback,q_fallback_blocker,q_reject_A,q_reject_B,q_reject_C,q_reject_D,q_reject_E,q_reject_F,q_page_browse,q_page_buy,q_factor_most,q_factor_second,q_importance_title,q_importance_image,q_importance_bullets,q_importance_aplus,q_importance_attr,q_importance_price,q_importance_reviews,q_importance_trust,q_listing_redline,q_material_pref,q_transparency_pref,q_badge_effect,q_switch_trigger,q_price_acceptance,q_purchase_intent
715,A,main_image|star_rating|review_count|material_word|magnets|imagine_look|color_pattern,reviews_photos|negative_reviews|bullets|material_cert|size_specs|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|material,C,not_buy,price_suspicious|material|look,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|look|material,price_suspicious|material|look,few_reviews|pack|material,few_reviews|brand|look,few_reviews|size|look,page1,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
716,A,star_rating|review_count|material_word|magnets|imagine_look|main_image,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,look|material|want_compare,C,not_buy,brand|price_suspicious|look,A,price|timing,fallback_favorite|price_too_high,look|material,brand|price_suspicious|look,few_reviews|material|pack,look|few_reviews,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
717,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|want_compare,C,not_buy,price_suspicious|few_reviews|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|look,price_suspicious|few_reviews,few_reviews|pack|material,look|few_reviews,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
718,A,main_image|color_pattern|star_rating|review_count|material_word|right_size|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|transparency|want_compare,yes_more,B,not_buy,price_suspicious|look|transparency,E,not_buy,few_reviews|info_incomplete|want_compare,A,price|look_compromise,fallback_favorite|price_too_high,price_suspicious|look,price_suspicious|look,few_reviews|pack|material,few_reviews|info_incomplete|transparency,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
719,C,main_image|color_pattern|price|star_rating|review_count|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_suspicious|material|want_compare,yes_more,A,not_buy,price_too_high|want_compare,B,add_cart,no_concern,B,no_blocker,price_too_high,final_purchase,price_suspicious|material,few_reviews|material,look|few_reviews,few_reviews|size|look,page2,page1,price_value,reviews,4,4,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_value,5,4
720,A,main_image|color_pattern|review_count|star_rating|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,B,not_buy,price_suspicious|material|look|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|few_reviews,few_reviews|material|pack,look|few_reviews|material,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_function,3,4
721,A,main_image|color_pattern|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,add_cart,want_compare,C,add_cart,want_compare,B,no_blocker,price_too_high,final_purchase,final_purchase,few_reviews,look|few_reviews,few_reviews|size,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,4,4
722,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|brand|want_compare,B,not_buy,look|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|brand,few_reviews|material|pack,look|rating|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
723,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|few_reviews|brand|want_compare,B,not_buy,look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,look|brand|price_suspicious,price_suspicious|few_reviews|brand,few_reviews|pack|material,look|few_reviews|brand,few_reviews|size|material,page1,page1,reviews,material,4,5,4,3,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
724,A,main_image|color_pattern|review_count|brand|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|brand|material|want_compare,B,not_buy,price_suspicious|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|review_concern,price_suspicious|brand|material,few_reviews|material|pack,look|few_reviews|brand,size|few_reviews|material,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
725,A,star_rating|review_count|material_word|main_image|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|review_concern|want_compare,B,not_buy,price_suspicious|material|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material,few_reviews|material|pack,few_reviews|look|material,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
726,A,main_image|color_pattern|star_rating|review_count|magnets|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|transparency|want_compare,E,not_buy,few_reviews|look|material|want_compare,A,price|look_compromise|info_gap,fallback_favorite|price_too_high|look,price_suspicious|material|transparency|few_reviews,price_suspicious|material|transparency|few_reviews,few_reviews|material|pack|look,few_reviews|look|material|brand,few_reviews|size|material|transparency,page2,page1,reviews,material,4,5,4,2,5,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,neutral,better_rating,3,4
727,A,main_image|color_pattern|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|material|want_compare,C,not_buy,price_suspicious|look|material|few_reviews|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|material,price_suspicious|look|few_reviews,few_reviews|material|pack,brand|look|few_reviews,few_reviews|size|look,page1,page1,material,price_value,5,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_function,3,4
728,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|material|pack,look|few_reviews|transparency,few_reviews|size|transparency,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
729,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,few_reviews|price_suspicious|look|want_compare,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|few_reviews|look,few_reviews|pack|material,few_reviews|look|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,3,4
730,A,star_rating|review_count|material_word|magnets|imagine_look|title_keyword,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa|delivery_returns,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|want_compare,B,not_buy,price_suspicious|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|brand,price_suspicious|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,material,4,4,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
731,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|few_reviews|want_compare,B,not_buy,price_suspicious|material|few_reviews|want_compare,A,price|timing,price_too_high|fallback_favorite,price_suspicious|material|few_reviews|brand,price_suspicious|material|few_reviews|brand,few_reviews|material|brand|pack,look|few_reviews|brand|material,few_reviews|size|brand|transparency,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
732,C,main_image|color_pattern|star_rating|review_count|price|magnets|material_word|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_suspicious|material|want_compare,yes_more,A,not_buy,price_too_high|transparency|want_compare,E,not_buy,few_reviews|missing_magnet|want_compare,C,reviews_trust|material|timing,price_too_high|transparency,price_suspicious|material|look,fallback_favorite|price_suspicious|material,few_reviews|material|pack,few_reviews|missing_magnet|transparency,few_reviews|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,4,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,5,4
733,A,review_count|star_rating|material_word|magnets|color_pattern,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|few_reviews|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|few_reviews,few_reviews|material|pack,look|brand|few_reviews,few_reviews|size|transparency,page2,page1,reviews,price_value,4,4,4,2,5,5,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,2,4
734,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,add_cart,want_compare,B,not_buy,look|want_compare,C,no_blocker,price_too_high,look,final_purchase,few_reviews|pack,look|review_concern,few_reviews|size|look,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_value,5,4
735,A,main_image|color_pattern|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|price_deal|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|few_reviews|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|few_reviews|brand,few_reviews|material|pack|info_incomplete,look|few_reviews|brand,few_reviews|size|look|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,3
736,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,E,not_buy,few_reviews|brand|want_compare,C,not_buy,price_suspicious|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look|brand,price_suspicious|look|brand,few_reviews|material|brand,few_reviews|brand|transparency,few_reviews|size|look,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,4,3
737,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,few_reviews|brand|want_compare,B,not_buy,look|rating|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,look|brand|rating,brand|few_reviews,few_reviews|material|pack,look|rating,few_reviews|size|material,page2,page1,price_value,reviews,4,5,4,2,4,5,5,4,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,3
738,C,star_rating|color_pattern|price|review_count|imagine_look,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|delivery_returns,negative_reviews,not_buy,want_compare|few_reviews|material,yes_more,A,not_buy,price_too_high|want_compare,B,add_cart,material|price_suspicious,A,price,fallback_favorite|price_too_high,price_suspicious|material,material|few_reviews,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|material,page2,page1,reviews,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
739,A,main_image|color_pattern|imagine_look|material_word|review_count|star_rating,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|size_specs,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,few_reviews|brand|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|look,few_reviews|brand,few_reviews|pack,look|material|few_reviews,few_reviews|size|material,page2,page1,material,price_value,4,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image,eva,semi,unlikely,better_rating,3,4
740,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|title_keyword,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,add_cart,no_concern,A,price|info_gap,fallback_favorite|price_too_high,price_suspicious|material,final_purchase,few_reviews|material|pack,look|few_reviews|transparency,few_reviews|size|transparency|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
741,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,E,not_buy,rating|few_reviews|transparency|want_compare,A,price|timing,price_too_high,price_suspicious|transparency|brand|review_concern,price_suspicious|material|brand|review_concern,few_reviews|material|pack|brand,rating|few_reviews|transparency|brand,few_reviews|size|brand|transparency,page2,page2,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
742,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,add_cart,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|brand|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material|brand,few_reviews|material|pack,few_reviews|brand|transparency,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
743,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|price_deal|zoom_images,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|look|want_compare,C,not_buy,price_suspicious|look|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|look,price_suspicious|look|brand,few_reviews|material|pack,look|rating|few_reviews|brand,few_reviews|size|material,page2,page1,appearance,reviews,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
744,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|magnets,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,want_compare|price_suspicious,B,add_cart,no_concern,B,no_blocker,price_too_high,final_purchase,price_suspicious|brand,few_reviews|material,look,few_reviews|size,page2,page1,reviews,price_value,4,5,4,2,4,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_rating,5,4
745,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,add_cart,price_suspicious|material|brand|want_compare,B,not_buy,price_suspicious|material|brand|look|want_compare,A,price|material|info_gap,fallback_favorite|price_too_high|material,price_suspicious|material|brand|look,price_suspicious|material|brand,few_reviews|material|pack|brand,look|brand|review_concern,few_reviews|size|look|brand,page2,page1,appearance,material,4,5,4,2,4,3,5,5,low_rating|few_reviews|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_look,3,4
746,A,main_image|color_pattern|imagine_look|material_word|magnets|star_rating|review_count,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa|price_deal,reviews_photos,add_cart,price_too_high|want_compare,yes_more,C,not_buy,look|few_reviews|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,look|few_reviews,few_reviews|material,look|few_reviews,few_reviews|size|look,page2,page1,appearance,price_value,4,5,4,2,3,4,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,4
747,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|material_cert|zoom_images|price_deal,reviews_photos,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material,few_reviews|pack,look|few_reviews,few_reviews|size,page1,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
748,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look|right_size,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|want_compare,E,not_buy,few_reviews|brand|transparency|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious,price_suspicious|few_reviews,few_reviews|pack|material,few_reviews|brand|transparency,few_reviews|size|look,page2,page1,material,reviews,4,5,4,2,4,4,5,5,low_rating|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,3,4
749,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|look,C,not_buy,price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|look,few_reviews|material|pack,look|rating|few_reviews,few_reviews|size|transparency,page2,page1,reviews,price_value,4,4,4,3,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image,eva,semi,yes_somewhat,better_value,3,4
750,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|right_size|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,add_cart,price_too_high|want_compare,yes_more,C,add_cart,want_compare,B,add_cart,want_compare,C,no_blocker,price_too_high,final_purchase,fallback_favorite,few_reviews|material|pack,few_reviews|look|brand,few_reviews|size|look,page2,page1,reviews,price_value,4,5,4,2,4,5,5,4,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,5,4
751,A,star_rating|review_count|material_word|magnets|main_image|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,material|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material|brand,material|brand,few_reviews|rating|material|pack,few_reviews|look|transparency,few_reviews|rating|size|transparency,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_value,3,5
752,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,C,not_buy,price_suspicious|brand|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|brand,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,material,reviews,4,5,4,2,4,4,5,5,few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,3,4
753,A,review_count|star_rating|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,E,not_buy,few_reviews|brand|want_compare,A,price,fallback_favorite|price_too_high,price_suspicious|material|look,price_suspicious|material|brand,few_reviews|material|pack,few_reviews|brand|look,few_reviews|size|look,page2,page1,reviews,material,4,5,4,2,4,3,5,5,low_rating|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,2,3
754,A,star_rating|review_count|material_word|color_pattern|imagine_look,negative_reviews|reviews_photos|bullets|size_specs|material_cert|zoom_images|qa|price_deal,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|few_reviews|want_compare,B,not_buy,price_suspicious|material|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material|brand,price_suspicious|few_reviews|brand,few_reviews|material|brand,few_reviews|look|brand,few_reviews|size|brand,page2,page1,reviews,price_value,4,4,4,2,4,5,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,3,4
755,A,star_rating|review_count|material_word|color_pattern|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,B,not_buy,price_suspicious|material|look|want_compare,B,material|look_compromise|reviews_trust,price_too_high,price_suspicious|look|material,price_suspicious|material,few_reviews|material|pack,look|few_reviews,few_reviews|size|material,page2,page1,reviews,material,4,4,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_bullets,eva,semi,unlikely,better_rating,4,4
756,A,main_image|color_pattern|star_rating|review_count|material_word|magnets|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,B,not_buy,price_suspicious|material|want_compare,E,not_buy,few_reviews|transparency|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|material,price_suspicious|material|few_reviews,few_reviews|material|pack,few_reviews|transparency,few_reviews|size|material,page2,page1,reviews,material,4,5,4,3,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|mismatch_title,eva,semi,yes_somewhat,better_rating,4,4
757,A,main_image|color_pattern|star_rating|review_count|title_keyword|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|qa|zoom_images,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,price_suspicious|material|want_compare,E,not_buy,rating|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|review_concern|material,price_suspicious|material|few_reviews,few_reviews|material|pack,rating|look,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,4,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|no_bullets|mismatch_title,eva,semi,unlikely,better_rating,3,4
758,A,main_image|color_pattern|star_rating|review_count|material_word|imagine_look,reviews_photos|negative_reviews|bullets|size_specs|material_cert|zoom_images|qa,reviews_photos,add_cart,price_too_high|want_compare,yes_more,B,add_cart,price_suspicious|material|want_compare,C,not_buy,material|brand|want_compare,A,price|reviews_trust,fallback_favorite|price_too_high,price_suspicious|material|brand,material|brand|transparency,few_reviews|material|pack,look|few_reviews|brand,few_reviews|size|material,page2,page1,reviews,price_value,5,5,4,2,4,4,5,5,low_rating|few_reviews|material_unclear|blur_image|no_bullets,eva,semi,yes_somewhat,better_rating,3,4
759,A,star_rating|review_count|material_word|magnets|right_size|imagine_look|main_image,negative_reviews|reviews_photos|bullets|material_cert|size_specs|zoom_images|qa,negative_reviews,not_buy,price_too_high|want_compare,yes_more,C,not_buy,brand|price_suspicious|want_compare,E,not_buy,few_reviews|look|want_compare,A,price|timing,fallback_favorite|price_too_high,price_suspicious|brand|material,price_suspicious|brand|few_reviews,few_reviews|pack|material,few_reviews|look|brand,few_reviews|size|material,page2,page1,reviews,material,4,5,4,2,4,3,5,5,low_rating|few_reviews|no_size|material_unclear|blur_image|mismatch_title,eva,semi,unlikely,better_rating,4,4
