trial,persona_path,reward,choice,choice_label,price,price_threshold,feature_priority,purchase_likelihood,age_bracket,economic_motivation,region,socioeconomic_band,gender_identity,life_stage,income,employment,rationale
survey_water-bottle-choice__kze9Bnq,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-59b19cf808b0.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,3,25-34,Value-driven,Southeast Asia,Upper-middle,Woman,Mid-life,<$25k,Gig / freelance,"I want proper vacuum insulation for daily commutes and long desk days, and the 600 ml size sits between too-small and bulky. At ¥129 the Beijixiong gives me a 316/316L liner and triple heat blocking without paying the premium markup of Zojirushi or the viral Stanley tax. The Fuguang is cheaper but the 500 ml basic insulation feels like a compromise I would regret."
survey_water-bottle-choice__m5iokXc,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-4518bf215c02.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,55-64,Value-driven,Latin America,Upper-middle,Woman,Mid-life,null,Full-time,"Busco una botella de uso diario que mantenga la temperatura y sea duradera, y este modelo ofrece acero inoxidable 316/316L con aislamiento al vacío de triple capa a un precio de gama media muy razonable. La capacidad de 600 ml cubre bien mi jornada laboral en oficina, y prefiero pagar por especificaciones técnicas sólidas antes que por una marca de moda o un precio excesivamente bajo."
survey_water-bottle-choice__mDi3D9M,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-873a78cab5c4.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,4,65-74,Cost-sensitive,South Asia,Upper-middle,Man,Retirement,$50k-100k,Full-time,"मैं रोज़ पानी पीने के लिए टिकाऊ और अच्छी इंसुलेशन वाली बोतल चाहता हूँ, और ¥129 की कीमत में 316/316L स्टील, ट्रिपल हीट ब्लॉकिंग और टेल-लेस वैक्यूम जैसी बेहतरीन सुविधाएँ मिल रही हैं। बजट ब्रांड से थोड़ा महंगा है, लेकिन प्रीमियम ज़ोजिरुशी से काफी सस्ता है, इसलिए यह मूल्य और गुणवत्ता का सबसे अच्छा संतुलन है। मेरी प्राथमिकता इंसुलेशन और टिकाऊपन है, और यह बोतल दोनों देती है।"
survey_water-bottle-choice__mHuabiT,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0ef3424a218e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,18-24,Cost-sensitive,South Asia,Low income,Woman,Student,<$25k,Part-time,I need insulation for daily use and 316 steel is the safest material for me at a price I can actually swing on a part-time income. The ¥129 tier gives me the best specs without paying for a viral brand name I don't care about.
survey_water-bottle-choice__mVstbqy,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-6aa27bd2cad1.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,35-44,Premium-seeking,Sub-Saharan Africa,High income,Woman,Mid-life,$200k+,Self-employed,"At ¥129 it delivers the best-in-class 316/316L stainless steel liner and triple heat blocking, which is exactly the durable, well-insulated daily bottle I want without paying for viral branding. I value order, structure and getting real quality for the money, and the 600 ml capacity suits a full working day. The budget Fuguang feels too flimsy for daily use and the Stanley's 1180 ml size is impractical for carrying."
survey_water-bottle-choice__mdysJUh,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-c3ab91de4b32.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,25-34,Value-driven,Latin America,Middle,Man,,$50k-100k,Full-time,"El Beijixiong 316 ofrece la mejor relación calidad-precio del estante: acero inoxidable 316/316L con aislamiento al vacío de triple capa por solo ¥129, justo en el rango medio. Los 600 ml cubren bien mi uso diario entre el trabajo híbrido y el gimnasio, y prefiero pagar por durabilidad real antes que por una marca viral o un diseño minimalista sobrevalorado."
survey_water-bottle-choice__mjAmmYq,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-508444773bb6.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,5,55-64,Value-driven,East Asia,High income,Man,Mid-life,,Self-employed,"I carry a bottle daily and care most about how it performs and feels in the hand, so the Zojirushi's top-tier insulation, low weight, and easy-to-clean non-stick interior justify the premium for me. The 480 ml size suits urban commuting, and the restrained Japanese design fits my aesthetic sense better than the viral Stanley or the plainer budget options."
survey_water-bottle-choice__mn4oCzq,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-9ae2f91ff32c.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,price,4,65-74,Cost-sensitive,South Asia,Middle,Woman,Retirement,<$25k,Self-employed,"I want an insulated bottle that keeps water warm through the day, and 316/316L stainless steel with triple heat blocking at ¥129 is the best value on this shelf. The budget Fuguang is cheaper but too basic, and the premium Zojirushi and Stanley cost far more than I need to spend."
survey_water-bottle-choice__mrniX6P,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-402153018b24.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,18-24,Cost-sensitive,South Asia,Low income,Man,Early career,$50k-100k,Student,"I'm cost-sensitive and uninsured with a chronic condition, so my budget is tight right now. A ¥39.9 316 stainless insulated bottle from a national brand gives me vacuum insulation and a reliable seal without the markup for viral branding or premium finishes. It covers the daily basics I actually need."
survey_water-bottle-choice__mucciSG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-a3a9962c6807.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,55-64,Value-driven,North America,High income,Man,Mid-life,,Full-time,"I want a genuinely insulated bottle for daily commuting and desk use, and the Beijixiong offers 316/316L stainless steel and triple heat blocking at ¥129, which is the best value in the mid tier. The 600 ml capacity is a practical middle ground — larger than the 500 ml options but still easy to carry. The budget Fuguang saves money but is a step down in materials, while the Mijia and Zojirushi charge a premium I don't think the marginal gains justify for a daily beater."
survey_water-bottle-choice__n7wBXvv,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-48275e55857b.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,75-84,Indifferent,North America,Middle,Man,Retirement,null,Retired,"I want a properly insulated bottle for daily use and the Beijixiong 316 gives me a 316 stainless liner, triple heat blocking, and a reliable tail-less vacuum at a fair ¥129 — the best value in the mid tier. The budget Fuguang is tempting on price, but for a few more yuan I get a better-built bottle that will last."
survey_water-bottle-choice__n8XmuEx,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b4d91e8336ec.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Cost-sensitive,MENA,Low income,Woman,Career change,$200k+,Full-time,"I want insulation and a trustworthy 316 stainless liner, and this hits the best balance of price and quality at the ¥100 tier. The ¥39.9 option is too basic for daily hot drinks, and the premium brands cost nearly double for features I don't need."
survey_water-bottle-choice__n9e3ZL2,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-a1d134ef5af5.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Premium-seeking,South Asia,Upper-middle,Woman,Mid-life,<$25k,Homemaker,"मुझे रोज़ पानी गरम रखने की ज़रूरत है, और 316/316L स्टील के साथ ट्रिपल हीट ब्लॉकिंग इस दाम पर सबसे ठोस लगती है। ¥129 मेरी जेब के लिए ठीक है, और 600 ml रोज़ के इस्तेमाल के लिए पर्याप्त है।"
survey_water-bottle-choice__nBXnrNs,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-120a64e67d4e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,85+,Cost-sensitive,Sub-Saharan Africa,Middle,Woman,Retirement,<$25k,Retired,"I need one bottle that keeps tea hot through a long, cold morning and does not leak in my bag, and the Beijixiong gives me 316/316L steel and triple heat blocking for ¥129. The Fuguang is cheaper but I distrust its basic insulation, while the Zojirushi and Stanley cost far more than the job requires. Mid-tier price, best-in-class build — that is the sensible buy."
survey_water-bottle-choice__nF9MT8r,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-bf4a5a51065e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,75-84,Cost-sensitive,Sub-Saharan Africa,Middle,Woman,Retirement,$25k-50k,Retired,"Ninahitaji chupa ya kudumu yenye mali bora kwa bei nafuu. Beijixiong 316 inatoa insulation ya hali ya juu na 316/316L stainless steel kwa ¥129, ambayo ni thamani kubwa kuliko Mijia au Zojirushi. Kwa matumizi ya kila siku na hali yangu ya afya, ubora wa insulation na uimara ni muhimu zaidi kuliko brand au aesthetics."
survey_water-bottle-choice__nHc58vs,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b65f7d0adf15.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,25-34,Cost-sensitive,Sub-Saharan Africa,Low income,Woman,Parent of young kids,$25k-50k,Full-time,"As a cost-sensitive single parent living with family, I need a reliable bottle without spending much. The Fuguang 316 offers basic vacuum insulation, a dependable seal, and durable 316 stainless steel at ¥39.9, which fits my budget and daily needs. I do not require large capacity or premium branding, so the budget pick is the sensible, secure choice."
survey_water-bottle-choice__nJAUd5x,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-fae854cecee1.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Value-driven,MENA,Lower-middle,Woman,Mid-life,<$25k,Part-time,أحتاج زجاجة للاستخدام اليومي مع عزل حراري جيد، و316/316L مع تفريغ بلا ذيل يبدو الأفضل ضمن ميزانيتي. سعر 129 يوان معقول جداً مقابل هذا المستوى، ولا أرى داعياً لدفع 229 أو 319 لعلامة تجارية فقط.
survey_water-bottle-choice__nKnTqGG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-e48aaeb40fd2.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,45-54,Value-driven,East Asia,Upper-middle,Woman,Career change,<$25k,Full-time,"Мне нужна надёжная термобутылка на каждый день, и 316/316L нержавейка с тройной теплоизоляцией за ¥129 — это лучшее соотношение цены и качества на этой полке. Дешёвый вариант за ¥39.9 слишком базовый, а Stanley и Zojirushi переплата за бренд без реальной выгоды для меня."
survey_water-bottle-choice__nQT4Qrh,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-8384dfd8cf5e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Cost-sensitive,South Asia,Middle,Woman,Mid-life,$50k-100k,Full-time,"मैं रोज़ाना इस्तेमाल के लिए ऐसा बोतल चाहती हूँ जो मज़बूत हो, पानी गर्म-ठंडा रखे और कीमत भी जेब पर भारी न पड़े। बीजिक्सिओंग 316 में 316/316L इनर लाइनर, टेल-लेस वैक्यूम और ट्रिपल हीट ब्लॉकिंग मिलती है, जो ¥129 में बेहतरीन वैल्यू है। फुगुआंग सस्ता है पर बेसिक है, और ज़ोजिरुशी/स्टेनली मेरे बजट से ऊपर हैं।"
survey_water-bottle-choice__nUst8Qu,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-39090ffc1f60.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,3,insulation,3,55-64,Cost-sensitive,South Asia,Lower-middle,Woman,Mid-life,<$25k,Self-employed,"No persona-specific answer was produced, so a neutral answer was used."
survey_water-bottle-choice__nVGaXuY,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-57d13e999263.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,75-84,Value-driven,South Asia,Lower-middle,Woman,Retirement,<$25k,Retired,"I want insulation for daily tea and my hands are not what they were, so a vacuum bottle with a reliable seal matters more than looks. At ¥129 the Beijixiong gives 316 steel and triple heat blocking without paying premium brand money."
survey_water-bottle-choice__nX89BwC,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-33d5744b9bf1.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,18-24,Value-driven,South Asia,Middle,Man,Student,$50k-100k,Student,أبحث عن زجاجة للاستخدام اليومي تجمع بين العزل الجيد والسعر المعقول. زجاجة بيجيشيونغ 316 تقدم بطانة 316/316L وعزلاً ثلاثياً بسعر 129 يوان فقط، وهو أفضل توازن بين الجودة والتكلفة في هذه الرف. الزجاجات الأرخص قد لا تعزل جيداً، والأغلى تدفع فيها مقابل العلامة التجارية أكثر من الأداء.
survey_water-bottle-choice__ndCaqZx,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-cbfab37c2fe9.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,price,4,35-44,Indifferent,Western Europe,Middle,Woman,Early career,null,Full-time,"At ¥129 it gives me a proper 316/316L liner, triple heat blocking and a tail-less vacuum seal — genuinely good insulation without the premium markup. The 600 ml capacity suits a full day of teaching and moving between rooms, and I'd rather spend the money on performance than on a viral logo."
survey_water-bottle-choice__ndW43yz,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-a4e2c81c4221.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,25-34,Value-driven,South Asia,Low income,Woman,Early career,<$25k,Unemployed,"I need something insulated since I'm on the move a lot and drink mostly tea, so the 316/316L liner and triple heat blocking at ¥129 hits the sweet spot between the cheap basic bottle and the expensive premium ones. The Fuguang is too small and basic, and anything above ¥179 is more than I want to spend on a bottle when money is tight. Beijixiong gives me the best specs at a price I can actually justify."
survey_water-bottle-choice__ndninvK,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-8a3e9855f9b5.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,65-74,Indifferent,South Asia,Lower-middle,Woman,Empty nester,<$25k,Homemaker,"I want real vacuum insulation and a 316 stainless liner, but I'm not paying ¥229+ for a Japanese brand or ¥319 for a viral tumbler when my income is tight. The Beijixiong hits the sweet spot at ¥129 with 600 ml, a slightly bigger capacity than the 500 ml basics, and 316/316L quality. The ¥39.9 Fuguang is tempting but too bare-bones, and the Nalgene isn't insulated at all."
survey_water-bottle-choice__nf6Hqeb,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-540ded989773.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,25-34,Value-driven,Southeast Asia,Upper-middle,Woman,Early career,$100k-200k,Self-employed,ผมต้องการขวดที่เก็บอุณหภูมิได้จริงสำหรับพกไปทำงานและเดินทางบ่อย ตัวนี้ให้สแตนเลส 316 ทั้งชั้นในและภายนอกพร้อมฉนวนระดับสูงสุดในราคา ¥129 ซึ่งคุ้มค่าที่สุดในกลุ่ม ขนาด 600 มล. ก็พอดีกว่าขวด 500 มล. โดยไม่หนักเกินไป
survey_water-bottle-choice__nghX3WF,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-1a42687f9181.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,5,55-64,Value-driven,North America,High income,Man,Mid-life,$200k+,Full-time,"I want a bottle I actually carry every day, so insulation quality and a non-stick interior that cleans easily matter more to me than saving ¥100. Zojirushi's Japanese build quality and light weight fit my preference for buying the best tool once, and 480 ml is adequate for desk and travel use."
survey_water-bottle-choice__nk92NZV,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0aabaceaf96c.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,65-74,Value-driven,Sub-Saharan Africa,Middle,Man,Retirement,$50k-100k,Retired,"Nahitaji chupa ya kila siku inayodumu na kuhifadhi joto, na Beijixiong inatoa 316/316L ya kweli kwa bei ya ¥129 — thamani bora kwenye daraja la kati. Fuguang ni nafuu lakini ndogo na ya msingi mno, wakati Zojirushi na Stanley ni ghali kupita kiasi kwa mahitaji yangu ya kawaida."
survey_water-bottle-choice__nnkZd2f,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b940e315c325.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,South Asia,Lower-middle,Woman,Retirement,<$25k,Retired,"আমি ৩১৬ স্টেইনলেস স্টিলের ভেতরের আস্তরণ আর ভালো ভ্যাকুয়াম ইনসুলেশন চাই, কারণ আমি সারা দিন গরম পানি খাই। ১২৯ ইউয়ানে এই দামে সবচেয়ে ভালো মান পাওয়া যায়, আর জোজিরুশি বা স্ট্যানলির দাম আমার বাজেটের বাইরে। ৬০০ মিলি ধারণক্ষমতাও আমার দৈনিক ব্যবহারের জন্য যথেষ্ট।"
survey_water-bottle-choice__nq87jLA,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-282114cb938d.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,East Asia,Low income,Man,Empty nester,<$25k,Self-employed,我每天都要用，保温性能和耐用度最要紧，316/316L内胆加无尾真空这个价位很难找到更好的。129块对我来说不算贵也不算便宜，但东西实在，比那些花里胡哨的牌子靠谱。
survey_water-bottle-choice__nr7rfXb,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-243e5031dd96.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,65-74,Indifferent,Sub-Saharan Africa,Upper-middle,Woman,Retirement,<$25k,Retired,"Escolho a Beijixiong 316 porque oferece a melhor relação entre preço e qualidade: aço inoxidável 316/316L com isolamento a vácuo triplo por apenas ¥129. Prefiro pagar um pouco mais do que a opção básica para garantir durabilidade e bom desempenho térmico, sem chegar ao preço exagerado das marcas de prestígio ou do copo viral. A capacidade de 600 ml também é adequada para o uso diário."
survey_water-bottle-choice__ntZKqed,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-020fba2c8ba8.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,65-74,Value-driven,East Asia,Low income,Woman,Retirement,<$25k,Retired,我退休了，钱要省着花，这个39块9的国产老牌子够用就行。316不锈钢保温，密封也好，便宜又耐用，坏了丢了也不心疼。
survey_water-bottle-choice__o5gddbJ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-bd219274ebbd.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,18-24,Cost-sensitive,South Asia,Upper-middle,Woman,Student,$25k-50k,Student,"I want insulated since I carry one bottle all day, and the 316/316L liner plus triple heat blocking at ¥129 is the sweet spot — cheaper than Mijia and Zojirushi without giving up much. The Fuguang is tempting at ¥39.9 but 500 ml and a basic build feels like it'd annoy me within a month."
survey_water-bottle-choice__oD27ZjR,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-4d71a18f0c44.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,65-74,Value-driven,North America,High income,Woman,Retirement,$100k-200k,Self-employed,"I want a genuinely reliable insulated bottle for daily commuting and desk use, and Zojirushi's reputation for top-tier insulation and an easy-to-clean non-stick interior justifies the premium. At 480 ml it is the right size for my bag, and I would rather pay once for a well-made object than replace a cheap one repeatedly."
survey_water-bottle-choice__oFutD7i,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-ae29bcde4ed1.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,18-24,Cost-sensitive,Sub-Saharan Africa,Lower-middle,Man,Early career,$25k-50k,Part-time,"Money is tight right now and I need something that just works every day, so the ¥39.9 Fuguang 316 hits my budget without giving up insulation or a reliable seal. I have lost a parent recently and I am being careful with every yuan, so paying ¥100+ for a bottle feels wasteful when this one covers the basics."
survey_water-bottle-choice__oH9w3Yu,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-f39ba979ca79.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Value-driven,Sub-Saharan Africa,Middle,Woman,Mid-life,$100k-200k,Homemaker,"I want real insulation for daily commutes and shift work, and 316/316L with triple heat blocking at ¥129 is the sweet spot. The Fuguang is cheaper but too basic, and the premium brands are just paying for a name I don't trust."
survey_water-bottle-choice__oNam4jx,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-53d45568c460.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,55-64,Value-driven,South Asia,Upper-middle,Woman,Retirement,<$25k,Full-time,"I want a genuinely insulated bottle for daily use, and the Beijixiong 316 gives me 316/316L stainless steel and triple heat blocking at ¥129 — half the price of the Mijia and Zojirushi for essentially the same job. The 600 ml size suits my daily routine, and I have no interest in paying a premium for a viral brand or an uninsulated plastic bottle."
survey_water-bottle-choice__oNeLAp3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b128ce07e5ad.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,4,price,4,55-64,Premium-seeking,Latin America,Low income,Woman,Mid-life,<$25k,Part-time,"Elijo la botella Fuguang 316 porque su precio de ¥39.9 es el único que realmente puedo justificar con mis ingresos limitados, y además es de acero inoxidable 316 con aislamiento básico, sello fiable y marca nacional reconocida, lo cual me da confianza suficiente para el uso diario. No necesito gran capacidad ni diseño viral; prefiero algo económico, duradero y sencillo de reemplazar si se daña."
survey_water-bottle-choice__oQazmyz,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-2ebf44ef4668.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,35-44,Cost-sensitive,East Asia,Lower-middle,Woman,Mid-life,$25k-50k,Full-time,"I want insulated stainless steel for daily tea, and 316/316L with triple heat blocking at ¥129 is the sweet spot. The ¥39.9 one is too basic and the premium brands cost nearly double for less capacity."
survey_water-bottle-choice__oeS6kZz,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-23e2602d3438.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,5,insulation,5,35-44,Premium-seeking,MENA,Upper-middle,Man,Mid-life,,Full-time,أبحث عن زجاجة يومية للعمل والرياضة، وهذا الخيار يقدّم أفضل توازن بين السعر والجودة: هيكل 316/316L وعزل حراري ثلاثي بسعر 129 يوان فقط. كما أن سعة 600 مل مناسبة لاحتياجي اليومي دون أن تكون ثقيلة أو ضخمة.
survey_water-bottle-choice__ogtukwG,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-622bbabb06f7.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,3,price,4,18-24,Cost-sensitive,MENA,Low income,Woman,Early career,<$25k,Unemployed,"The Beijixiong 316 sits at a price I can actually justify on a tight budget, yet it still gives me real vacuum insulation and a 316/316L liner, which matters more to me than brand names or looks. I drink hot tea through the day and I am cost-sensitive, so the ¥129 tier is the sweet spot between the cheap basic bottle and the overpriced premium ones I do not need."
survey_water-bottle-choice__oiiHQk3,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_wiki-e9b705b61593.yaml,1.0,zojirushi_sm_sz,象印 SM-SZ,229.0,4,insulation,4,45-54,Value-driven,MENA,Upper-middle,Woman,Mid-life,$100k-200k,Self-employed,"I carry a bottle with me all day between studio, meetings and travel, so insulation and easy cleaning matter more to me than saving a hundred yuan. The Zojirushi's non-stick interior and ultra-light build at ¥229 feel like the right balance of quality and practicality, and the design is restrained enough to suit my taste. I'd rather buy one good bottle that lasts than replace a cheap one every year."
survey_water-bottle-choice__okr4S7U,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-8d87f7be3a0e.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,45-54,Cost-sensitive,South Asia,Lower-middle,Man,Early career,$50k-100k,Full-time,"I'm cost-sensitive and unbanked, so cash-on-delivery cheap gear wins. 316 steel with basic insulation and a reliable seal covers my daily needs, and ¥39.9 is a price I won't agonize over. The fancy tumblers are just paying for a logo."
survey_water-bottle-choice__opSLPtZ,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-0aa2be86a600.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,55-64,Value-driven,Sub-Saharan Africa,Low income,Woman,Retirement,$100k-200k,Homemaker,"I want insulated steel and I don't drink cold water fast, so 600 ml at ¥129 with a 316/316L liner is the sensible middle. The ¥39.9 one is too small and cheap-feeling for daily carry, and I won't pay ¥229+ for a brand name or ¥319 for a viral tumbler I'd never use with a straw."
survey_water-bottle-choice__or2igey,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-7e458cfdecc4.yaml,1.0,fuguang_316,富光 316 保温杯,39.9,5,price,4,55-64,Cost-sensitive,South Asia,Low income,Woman,Mid-life,<$25k,Unemployed,"मैं रोज़ पानी पीने के लिए सस्ता, टिकाऊ और भरोसेमंद बोतल चाहती हूँ, और घर में पैसे की कमी है तो बजट बहुत मायने रखता है। 316 स्टेनलेस स्टील की बुनियादी वैक्यूम इंसुलेशन और अच्छी सील वाली यह बोतल मेरी ज़रूरत के लिए काफी है, इसलिए मैं यही खरीदूँगी।"
survey_water-bottle-choice__ovViStU,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-7de882820a1e.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,price,4,35-44,Cost-sensitive,Latin America,Low income,Man,Career change,$50k-100k,Full-time,"Como comprador sensible al costo y que trabaja por turnos, necesito algo que mantenga la temperatura durante horas sin gastar de más. El Beijixiong 316 ofrece acero inoxidable 316/316L, vacío sin cola y triple bloqueo térmico a ¥129, lo cual es un punto medio razonable entre el modelo básico barato y las opciones premium. El Stanley y el Zojirushi son demasiado caros para mi presupuesto, y el Nalgene no aísla, lo cual descarto de inmediato."
survey_water-bottle-choice__ozbwKY2,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-6c0e9dc93ea6.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,25-34,Cost-sensitive,East Asia,Low income,Man,Career change,<$25k,Gig / freelance,预算有限，我需要一个真正保温的瓶子，316/316L内胆加三层隔热在这个价位最实在。600ml容量够我一天用，比39.9元那款贵不了多少但做工明显更靠谱。
survey_water-bottle-choice__p6XFe7i,persona/datasets/matraix-persona-1m/cohorts/cohort-b9851ff4d44d/persona_synthetic-b3467f1b0bc0.yaml,1.0,beijixiong_316,杯具熊 316 保温杯,129.0,4,insulation,4,45-54,Cost-sensitive,East Asia,Low income,Man,Empty nester,$100k-200k,Self-employed,我选北極熊316保溫瓶。價格129元在可接受範圍內，316/316L內膽和無尾真空隔熱對日常使用最實用。容量600ml比500ml更夠用，又不像Stanley那麼笨重。
